Niche,Macro_Category,Warehouse_Source,Country,Buyer_ID,Buyer_Name,Tender_Count,First_Date,Last_Date,Active_Years,Active_Span_Days
Transcription / minutes,VIDEO_AUDIO,Germany,Germany,buy_7627c25f30e23edfb6a4,"Bundesrepublik Deutschland, vertreten durch das Bundesministerium des Innern, vertreten durch das Beschaffungsamt des BMI",3,2025-07-31,2026-06-26,2,330
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_fa84a24670e123e5d481,City & County of Swansea,3,2026-05-19,2026-06-25,1,37
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_e8c098c0efc747dd8af6,Bureau de Recherche en Géologie Minière (Brgm),3,2025-04-04,2026-06-25,2,447
Brochure / flyer / poster printing,PRINT_BROKERAGE,TenderNed,Netherlands,buy_be6bc329a9ac383608c0,Wageningen University & Research,3,2024-05-07,2026-06-25,2,779
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_308979ea514893803f22,Agriculture and Horticulture Development Board,3,2024-12-06,2026-06-25,3,566
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_d0021631ed8b7ef0fd51af47,NATAGORA,3,2024-08-06,2026-06-25,2,688
Brochure / flyer / poster printing,PRINT_BROKERAGE,TenderNed,Netherlands,buy_43e61df954524284bf2c,UWV,3,2023-10-07,2026-06-25,3,992
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_d4a6a99b0356ecfe66ac,Communauté d'Agglomération Coeur de Flandre,3,2024-02-07,2026-06-25,2,869
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_d02be58899318e8ccf2f,Ville de Bourgoin-Jallieu,3,2024-06-18,2026-06-25,3,737
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_4b3590446b2802bace39,CHR METZ-THIONVILLE,3,2026-02-25,2026-06-25,1,120
Brochure / flyer / poster printing,PRINT_BROKERAGE,Germany,Germany,buy_078252460c7dfd959e16,"Sozialversicherung für Landwirtschaft, Forsten und Gartenbau (SVLFG)",3,2024-11-23,2026-06-24,3,578
Document digitization / scanning,DATA_ADMIN,TenderNed,Netherlands,buy_8cbfc7bf4d4faf782831,Gemeente Veldhoven,3,2025-04-23,2026-06-24,2,427
Transcription / minutes,VIDEO_AUDIO,United Kingdom,United Kingdom,buy_d82aa544a047e1737ed2,JOHN INNES CENTRE,3,2025-05-02,2026-06-24,2,418
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_28c60d4084a69eb15689,Département de Vaucluse,3,2024-08-24,2026-06-24,2,669
Transcription / minutes,VIDEO_AUDIO,United Kingdom,United Kingdom,buy_4a7403839a8a15adf64c,"Department for Science, Innovation & Technology",3,2025-04-23,2026-06-23,2,426
E-learning / training content,TRAINING,Quebec,Canada - Quebec,buy_b019c77528b8fdf43a3f,Revenu Québec,3,2024-04-18,2026-06-23,3,796
Copywriting / editorial content,CONTENT_DESIGN,Quebec,Canada - Quebec,buy_399f99e37e5763a99bdc,Cégep Marie-Victorin,3,2025-01-28,2026-06-23,2,511
Brochure / flyer / poster printing,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_0864af28805d8660903a,Centre de services scolaire des Laurentides.,3,2024-07-18,2026-06-23,3,705
Web hosting / domain / SSL,WEB_DIGITAL,TenderNed,Netherlands,buy_ec1e91d165ade6940907,Gemeente Zutphen,3,2024-03-27,2026-06-23,2,818
Website design / redesign,WEB_DIGITAL,France,France,buy_b8f4c16696c580388e31,École polytechnique,3,2025-04-23,2026-06-21,2,424
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_24e6d38857b1231bb6c4,Caisse des dépôts et consignations,3,2024-04-23,2026-06-21,2,789
Brochure / flyer / poster printing,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_fbc8146564a5b2e0cd45,Institut national de santé publique du Québec.,3,2024-06-19,2026-06-19,3,730
Brand identity / visual identity,CONTENT_DESIGN,Germany,Germany,buy_c75e41ce31cab253dd93,Bundesamt für das Personal- management der Bundeswehr Team I 1.5. DezBeschaffung,3,2026-04-27,2026-06-19,1,53
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_5ca115be1cde4809eeba,Department of Health & Social Care,3,2024-12-10,2026-06-19,2,556
Document digitization / scanning,DATA_ADMIN,Quebec,Canada - Quebec,buy_0cce7b892f172362c20f,Ville de Pohénégamook.,3,2024-09-25,2026-06-19,3,632
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_48d8d8b45b725ea89d67,Ville de Saint-Constant.,3,2023-08-17,2026-06-18,3,1036
Copywriting / editorial content,CONTENT_DESIGN,Belgium,BE,buy_2e55a2676353b54a7d880516,Province du Brabant wallon,3,2024-04-12,2026-06-17,2,796
Small IT equipment supply,PROCUREMENT_BROKERAGE,United Kingdom,United Kingdom,buy_31ed8358f6e0397a51a8,Belfast Health & Social Care Trust,3,2025-05-14,2026-06-17,2,399
Online forms / lightweight portals,WEB_DIGITAL,TED,NOR,buy_40e5a92eb2ef8ee191bf,Eidsiva Energi,3,2024-12-03,2026-06-17,3,561
Signage / wayfinding / vinyl,PRINT_BROKERAGE,France,France,buy_9375c234261e144c5cae,Centre Hospitalier de Valenciennes,3,2025-05-14,2026-06-17,2,399
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_9b7bd643308b9e093740,Staatliches Bau- und Liegenschaftsamt Greifswald,3,2024-02-21,2026-06-17,2,847
Website design / redesign,WEB_DIGITAL,Germany,Germany,buy_1993dd0e9ed74950eaaa,Messe Berlin GmbH,3,2024-10-17,2026-06-16,2,607
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_a3e7893ed6c3410fc8d5,Dracénie Provence Verdon Agglomération,3,2024-03-20,2026-06-16,2,818
Transcription / minutes,VIDEO_AUDIO,TenderNed,Netherlands,buy_78de130fc16a6e2a3221,Gemeente Den Haag,3,2023-09-21,2026-06-14,2,997
Labels / stickers / QR materials,PRINT_BROKERAGE,United Kingdom,United Kingdom,buy_a16359c7476d58372668,NHS Blood and Transplant,3,2023-12-13,2026-06-11,2,911
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_3336436f2af95aee1c5d2b4d,SOCIETE D'INTEGRATION PAR LE TRAVAIL EN ENVIRONNEMENT EN REGION LIEGEOISE,3,2023-10-26,2026-06-11,3,959
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_4cfb35dcd3a134235f507db7,"SNCB, Direction Stations - District Sud",3,2025-08-27,2026-06-11,2,288
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_92be13b97e50bb4b9079,General Dental Council,3,2025-04-10,2026-06-11,2,427
Transcription / minutes,VIDEO_AUDIO,Quebec,Canada - Quebec,buy_3f8a470b7cee3e443b10,CIUSSS du Centre-ouest-de-l'Île-de-Montréal,3,2025-04-01,2026-06-10,2,435
Website design / redesign,WEB_DIGITAL,Canada federal,Canada,buy_14490f0a586017c31f36,Canadian Radio-Television and Telecommunications Commission (CRTC),3,2025-07-30,2026-06-10,2,315
Website design / redesign,WEB_DIGITAL,TenderNed,Netherlands,buy_c927dc2a6e17336569b3,Avans Hogeschool te Tilburg,3,2023-09-08,2026-06-09,2,1005
Signage / wayfinding / vinyl,PRINT_BROKERAGE,United Kingdom,United Kingdom,buy_c6516899ce16c24e14a1,West Northamptonshire Council,3,2026-02-06,2026-06-09,1,123
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_04df06f9607807011df1,Coventry City Council,3,2025-07-03,2026-06-09,2,341
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_eb9bd4a32f73c991967d0278,CHR de Huy,3,2024-06-11,2026-06-09,3,728
Transcription / minutes,VIDEO_AUDIO,Quebec,Canada - Quebec,buy_2377c534604c44c3bb41,Tribunal administratif du travail,3,2024-01-11,2026-06-08,3,879
Transcription / minutes,VIDEO_AUDIO,Germany,Germany,buy_f59a01620c07a2e26fe1,Vergabe und Beschaffungszentrum Dortmund,3,2024-07-10,2026-06-08,2,698
Transcription / minutes,VIDEO_AUDIO,Canada federal,Canada,buy_4850f11ec8e6e16fc9c1,Farm Credit Canada (FCC),3,2024-05-27,2026-06-08,2,742
Signage / wayfinding / vinyl,PRINT_BROKERAGE,France,France,buy_9b7e8e468abeec3940fe,Ville Belfort,3,2024-05-29,2026-06-05,3,737
Website maintenance / content updates,WEB_DIGITAL,France,France,buy_71ae3195a04f7a55fc8d,Région Occitanie,3,2024-01-24,2026-06-05,2,863
Website design / redesign,WEB_DIGITAL,France,France,buy_5a641072ae73b960c6ed,Paris Musées,3,2025-05-26,2026-06-05,2,375
Transcription / minutes,VIDEO_AUDIO,United Kingdom,United Kingdom,buy_613226fb06b5793bdfa6,Ashford Borough Council,3,2024-03-28,2026-06-04,2,798
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_96764e07cc00b38f0c85,Tees Valley Combined Authority,3,2025-12-15,2026-06-04,2,171
Graphic design / layout,CONTENT_DESIGN,Quebec,Canada - Quebec,buy_44afa6fa01ee124ecdd5,Partenariat du Quartier des spectacles,3,2025-05-22,2026-06-04,2,378
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_193e74360c2d488343df,Isle of Wight Council,3,2025-02-19,2026-06-03,2,469
Web hosting / domain / SSL,WEB_DIGITAL,TenderNed,Netherlands,buy_f300dd99de79680e4949,Rijksinkoopsamenwerking (RIS),3,2025-10-30,2026-06-03,2,216
Document digitization / scanning,DATA_ADMIN,France,France,buy_102291958d7378f20c99,Conseil départemental d'Indre et Loire,3,2024-04-26,2026-06-02,3,767
Brochure / flyer / poster printing,PRINT_BROKERAGE,Belgium,BE,buy_138f9c9bb4e63e1916c85bc2,"Agence Intercommunale de Développement de Tournai, d'Ath et des communes avoisinantes IDETA scrl",3,2025-11-12,2026-06-02,2,202
Transcription / minutes,VIDEO_AUDIO,Quebec,Canada - Quebec,buy_fd0c3e42c3ac9a69e50f,Municipalité régionale de comté de Montcalm,3,2024-12-03,2026-06-02,2,546
Transcription / minutes,VIDEO_AUDIO,United Kingdom,United Kingdom,buy_8e6b6e022c997becdd3e,Home Office,3,2025-07-09,2026-06-02,2,328
Brochure / flyer / poster printing,PRINT_BROKERAGE,Belgium,BE,buy_2f87f47db6efec0af6773023,Berchem-Sainte-Agathe,3,2024-12-06,2026-06-01,3,542
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_b1fd1f3fd7dc34ef3f3e,Financial Conduct Authority,3,2024-12-11,2026-06-01,2,537
Brochure / flyer / poster printing,PRINT_BROKERAGE,Germany,Germany,buy_80498934e8f88ca0fb1c,Zentrale Stelle Mammographie-Screening Bayern,3,2025-10-17,2026-06-01,2,227
Transcription / minutes,VIDEO_AUDIO,United Kingdom,United Kingdom,buy_fe03094be18bb5e2dbce,NPL Management Limited,3,2025-06-26,2026-05-29,2,337
Brochure / flyer / poster printing,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_588d100790c0c5deef08,Cegep du Vieux-Montréal,3,2024-01-09,2026-05-29,3,871
Copywriting / editorial content,CONTENT_DESIGN,Belgium,BE,buy_3ac2d26e698db471a14b6b7e,SPW-O4.04.02 - Direction de la Promotion de l'énergie durable,3,2023-10-17,2026-05-29,2,955
Website design / redesign,WEB_DIGITAL,Quebec,Canada - Quebec,buy_b6f94f7d73e65859f453,Le Protecteur du citoyen,3,2024-03-19,2026-05-29,2,801
Website design / redesign,WEB_DIGITAL,Quebec,Canada - Quebec,buy_af34768c494bd2adb873,Institut de Cardiologie de Montréal.,3,2023-12-22,2026-05-29,3,889
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_dd0ced617f5a4da157aa,Département des Pyrénées-Atlantiques,3,2023-11-08,2026-05-29,3,933
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_0cf7fcd4268a7ca3b9e7,Universitätsklinikum Aachen AöR,3,2025-10-23,2026-05-28,2,217
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_57b9eb5fb1579d922ba6,HUMBER TEACHING NHS FOUNDATION TRUST,3,2025-10-30,2026-05-28,2,210
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_0d2329bb834f558daa10,University of Leicester,3,2025-05-20,2026-05-28,2,373
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_0040758d33789ead82ce,Communauté d'agglomération du Grand Cahors,3,2024-01-28,2026-05-28,2,851
Transcription / minutes,VIDEO_AUDIO,TED,POL,buy_8a419ea0c511ed35f932,Miasto i Gmina Białobrzegi,3,2025-10-29,2026-05-27,2,210
Small IT equipment supply,PROCUREMENT_BROKERAGE,United Kingdom,United Kingdom,buy_57897d52296f35314ac6,City of Bradford Metropolitan District Council,3,2026-02-18,2026-05-26,1,97
Translation / localization,LANGUAGE,Belgium,BE,buy_14f6e6e5e2446d10e7ac0386,Wavre,3,2024-09-20,2026-05-26,3,613
Small IT equipment supply,PROCUREMENT_BROKERAGE,Belgium,BE,buy_bccc8fc6e5952bdc9bf1d5dc,"Hulpverleningszone Oost, Vlaams-Brabant",3,2023-09-14,2026-05-26,3,985
Copywriting / editorial content,CONTENT_DESIGN,United Kingdom,United Kingdom,buy_19e35de780734c4e9804,The Mayor's Office for Policing And Crime,3,2025-05-23,2026-05-26,2,368
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_ee79146b157e29d4ccddb05f,Antwerpen,3,2025-02-06,2026-05-26,2,474
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_ff45665a39c8eeaeefba,Land Berlin – Sondervermögen Immobilien des Landes Berlin (SILB) c/o BIM Berliner Immobilienmanagement GmbH,3,2024-02-16,2026-05-26,3,830
Online forms / lightweight portals,WEB_DIGITAL,Quebec,Canada - Quebec,buy_c6c4f8fd98cdffdd3a77,Ministère de la Justice,3,2024-06-21,2026-05-22,3,700
Brochure / flyer / poster printing,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_3903a0593b486c6954bc,Ville de Kirkland,3,2024-05-08,2026-05-22,3,744
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_3ac448e2fe062171f8e3,Ville d'Aix les Bains,3,2023-08-23,2026-05-22,3,1003
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_988e05f27a30d4ad93d8,"Niedersächsisches Ministerium für Inneres, Sport und Digitalisierung",3,2025-10-29,2026-05-21,2,204
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_e6a19e7198ecee3ac09d,UNIVERSITY OF EAST ANGLIA,3,2025-09-08,2026-05-21,2,255
Brand identity / visual identity,CONTENT_DESIGN,TenderNed,Netherlands,buy_3d218537f8e2c8f4bb9e,Gemeente Amsterdam,3,2024-03-29,2026-05-20,2,782
Translation / localization,LANGUAGE,Belgium,BE,buy_bdb72c83acd5c583ac711ce9,Province de Luxembourg,3,2025-05-13,2026-05-19,2,371
Website design / redesign,WEB_DIGITAL,Quebec,Canada - Quebec,buy_1307ff06848db8f09e34,Centre intégré universitaire de santé et de services sociaux de l'Estrie - Centre Hospitalier Universitaire de Sherbrooke - CHUS,3,2026-02-13,2026-05-19,1,95
Website design / redesign,WEB_DIGITAL,TenderNed,Netherlands,buy_30867635665ffd747817,Stichting Participatiefonds voor het Onderwijs,3,2023-12-22,2026-05-19,3,879
Video editing / post-production,VIDEO_AUDIO,TED,CHE,buy_bacf2bcb45c828276231,EPFL - Service des Achats,3,2024-12-16,2026-05-19,3,519
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_64f2dd470fe23cc8d0d7,National Highways Limited,3,2025-05-15,2026-05-19,2,369
AI chatbot / assistant,AUTOMATION_SOFTWARE,United Kingdom,United Kingdom,buy_a057a823a1c0d8a688de,The Police and Crime Commissioner for Surrey,3,2025-05-08,2026-05-19,2,376
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_f7c948f09d9c03b3d82f,IKK classic,3,2024-02-27,2026-05-18,3,811
Brochure / flyer / poster printing,PRINT_BROKERAGE,United Kingdom,United Kingdom,buy_7bbb87e59194916859a7,East Lindsey District Council,3,2025-10-02,2026-05-15,2,225
Transcription / minutes,VIDEO_AUDIO,Quebec,Canada - Quebec,buy_96b794d02b99495ce5b6,Université Laval,3,2025-05-26,2026-05-14,2,353
Brochure / flyer / poster printing,PRINT_BROKERAGE,TenderNed,Netherlands,buy_f0cceefa07850bb6bbc4,Provincie Noord-Brabant,3,2024-04-19,2026-05-13,2,754
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_56c61c8eb90c4d68130d,Verkehrsverbund Rhein-Sieg GmbH,3,2026-04-02,2026-05-12,1,40
Document digitization / scanning,DATA_ADMIN,Quebec,Canada - Quebec,buy_6c8e2b1362942155b827,Ville de Saint-Honoré (Chicoutimi),3,2024-04-10,2026-05-12,3,762
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_e324735d2eb51321a0008da0,Ville de Tubize,3,2024-03-04,2026-05-11,2,798
Website design / redesign,WEB_DIGITAL,TenderNed,Netherlands,buy_975607c4ebca56e7775b,Provincie Gelderland,3,2025-01-23,2026-05-10,2,472
Workflow automation / RPA,AUTOMATION_SOFTWARE,Quebec,Canada - Quebec,buy_f90cc43b26b7873b4aa0,Santé Québec Mauricie-et-Centre-du-Québec – Universitaire,3,2024-09-19,2026-05-08,3,596
Website design / redesign,WEB_DIGITAL,TED,HRV,buy_bf2fcdabac3828c9c189,GRAD ZAGREB,3,2024-03-15,2026-05-08,2,784
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_f3d22ae19bd221e7113a,Région Nouvelle-Aquitaine,3,2024-03-13,2026-05-07,2,785
Website design / redesign,WEB_DIGITAL,France,France,buy_33436575c2f0b8c1d564,INERIS,3,2023-10-08,2026-05-06,3,941
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_dd85ce38bbed996b0a89,CIG PETITE COURONNE,3,2023-12-24,2026-05-06,3,864
Website design / redesign,WEB_DIGITAL,Canada federal,Canada,buy_c09da141b37fb9544d39,Office of the Superintendent of Financial Institutions (OSFI),3,2026-02-19,2026-05-06,1,76
Survey data processing / coding,DATA_ADMIN,TED,ITA,buy_811f3d14bc58dffafbdd,"European Commission, DG JRC - Joint Research Centre",3,2026-01-23,2026-05-05,1,102
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_b1b57993f9d1ccbcbf0b,"Stadt Essen, Zentrales Vergabe- und Beschaffungsmanagement",3,2024-04-15,2026-05-05,2,750
Transcription / minutes,VIDEO_AUDIO,TenderNed,Netherlands,buy_57b5b6bce24200185682,Gemeente Oss,3,2025-02-11,2026-05-05,2,448
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_d0c5708c3095d22c59cd,Rennes Métropole,3,2025-04-28,2026-05-04,2,371
Brand identity / visual identity,CONTENT_DESIGN,TED,MLT,buy_49603fbd0efcf57ee39e,Transport Malta,3,2024-08-07,2026-05-04,3,635
Website design / redesign,WEB_DIGITAL,Quebec,Canada - Quebec,buy_f8857d7e89ce4134d78e,Ville de Lévis.,3,2024-08-15,2026-05-04,2,627
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_1b67eede1a05a244b03fd4e4,Direction des Routes de Verviers,3,2025-08-18,2026-05-04,2,259
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_38c81f44f0d775af4a60,Opéra national de Paris,3,2025-05-23,2026-05-02,2,344
Transcription / minutes,VIDEO_AUDIO,United Kingdom,United Kingdom,buy_a328357674a42fac2270,Department for Work & Pensions,3,2025-12-17,2026-05-01,2,135
Document digitization / scanning,DATA_ADMIN,Quebec,Canada - Quebec,buy_b304c7632a019249f5c8,Université du Québec à Trois-Rivières,3,2024-01-05,2026-04-30,2,846
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_6dd4dd13ddce5bf1d8f7,Ville de Nantes,3,2024-03-27,2026-04-30,2,764
Transcription / minutes,VIDEO_AUDIO,Canada federal,Canada,buy_e70503c950fb108c25ca,Canada School of Public Service (CSPS),3,2025-05-21,2026-04-30,2,344
Workflow automation / RPA,AUTOMATION_SOFTWARE,France,France,buy_6bc334cf0efe15e983d8,Centre Communal d'Action Sociale de Saint Etienne,3,2025-03-19,2026-04-30,2,407
Video editing / post-production,VIDEO_AUDIO,Quebec,Canada - Quebec,buy_dbe26133b9d35630f868,Université de Montréal.,3,2023-10-03,2026-04-30,3,940
Document digitization / scanning,DATA_ADMIN,Quebec,Canada - Quebec,buy_40ae7264ed4350545405,Centre de services scolaire du Fer,3,2024-01-15,2026-04-30,3,836
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_d0e98e70579e8aea2488,Stiftung Preußischer Kulturbesitz,3,2024-12-23,2026-04-30,2,493
Website design / redesign,WEB_DIGITAL,Quebec,Canada - Quebec,buy_b3c6f005d23b7f602783,Institut national de la recherche scientifique (INRS),3,2024-03-19,2026-04-29,2,771
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_58bf426dad044123ee42,TRON - Translationale Onkologie an der Universitätsmedizin der Johannes Gutenberg-Universität Mainz gemeinnützige GmbH,3,2024-12-06,2026-04-29,2,509
Small IT equipment supply,PROCUREMENT_BROKERAGE,United Kingdom,United Kingdom,buy_eba7c768ff423aaf447e,the Education Authority,3,2025-02-26,2026-04-28,2,426
Website design / redesign,WEB_DIGITAL,Canada federal,Canada,buy_17ae8f3fa59b203c0404,Courts Administration Service (CAS),3,2025-05-02,2026-04-28,2,361
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_349e09808f4b2ffec918,"Landeshauptstadt München, Baureferat",3,2023-12-18,2026-04-27,3,861
Website design / redesign,WEB_DIGITAL,TenderNed,Netherlands,buy_fee5580f2433595ccbce,Gemeente Westerkwartier,3,2025-02-11,2026-04-24,2,437
Transcription / minutes,VIDEO_AUDIO,United Kingdom,United Kingdom,buy_c781c0a6fcca7357c66b,University Hospitals Birmingham NHS Foundation Trust,3,2025-04-08,2026-04-24,2,381
Website design / redesign,WEB_DIGITAL,Germany,Germany,buy_7e5a1f86098c8fc6539d,WBM Wohnungsbaugesellschaft Berlin-Mitte mbH,3,2024-11-04,2026-04-24,3,536
Website design / redesign,WEB_DIGITAL,Germany,Germany,buy_5e392687126b7a746d76,DEG - Deutsche Investitions- und Entwicklungsgesellschaft mbH,3,2025-04-01,2026-04-23,2,387
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_a18b72afc7f955fd0665,Babergh District Council,3,2025-02-21,2026-04-23,2,426
Document digitization / scanning,DATA_ADMIN,France,France,buy_25d562a95c6158bed5c2,SCN ARCHIVES NATIONALES,3,2025-09-14,2026-04-23,2,221
Document digitization / scanning,DATA_ADMIN,United Kingdom,United Kingdom,buy_b9ba920d1807248a3c4b,Belfast City Council,3,2025-08-26,2026-04-22,2,239
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_f7977f469302aef95c95,Universite de tours,3,2024-05-25,2026-04-20,3,695
Document digitization / scanning,DATA_ADMIN,Quebec,Canada - Quebec,buy_01e2aa53517946ac4c2f,Ville de Saint-Joseph-de-Beauce.,3,2024-03-21,2026-04-20,3,760
Document digitization / scanning,DATA_ADMIN,Quebec,Canada - Quebec,buy_6f1fe3c3487f9aa7f6aa,Société québécoise d'information juridique SOQUIJ,3,2025-05-20,2026-04-20,2,335
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_1b21815dfec0f56315be,Ville de Cagnes sur Mer (06),3,2024-11-30,2026-04-17,2,503
